Collection,FileName,Xpath,Values
USGSC,4f4e4773e4b07f02db47e241.xml,/metadata/idinfo/keywords/theme/themekey,National Fish Habitat Action Plan
USGSC,4f4e4773e4b07f02db47e241.xml,/metadata/idinfo/keywords/theme/themekey,national assessment
USGSC,4f4e4773e4b07f02db47e241.xml,/metadata/idinfo/keywords/theme/themekey,aquatic conservation
USGSC,4f4e4773e4b07f02db47e241.xml,/metadata/idinfo/keywords/theme/themekey,National Hydrography Dataset Plus
USGSC,4f4e4773e4b07f02db47e241.xml,/metadata/idinfo/keywords/theme/themekey,NHD+
USGSC,4f4e4773e4b07f02db47e241.xml,/metadata/idinfo/keywords/theme/themekey,spatial framework
USGSC,4f4e4773e4b07f02db47e241.xml,/metadata/idinfo/keywords/theme/themekey,landscape scale
USGSC,4f4e4773e4b07f02db47e241.xml,/metadata/idinfo/keywords/theme/themekey,Habitat Condition Index
USGSC,4f4e4773e4b07f02db47e241.xml,/metadata/idinfo/keywords/theme/themekey,HCI
USGSC,4f4e4773e4b07f02db47e241.xml,/metadata/idinfo/keywords/theme/themekey,inland aquatic systems
USGSC,4f4e4773e4b07f02db47e241.xml,/metadata/idinfo/keywords/theme/themekey,coastal aquatic systems
USGSC,4f4e4773e4b07f02db47e241.xml,/metadata/idinfo/keywords/theme/themekey,inland and coastal aquatic systems
USGSC,4f4e4773e4b07f02db47e241.xml,/metadata/idinfo/keywords/theme/themekey,human disturbance
USGSC,4f4e4773e4b07f02db47e241.xml,/metadata/idinfo/keywords/theme/themekey,data management practices
USGSC,4f4e4773e4b07f02db47e241.xml,/metadata/idinfo/keywords/theme/themekey,data management
USGSC,4f4e4773e4b07f02db47e241.xml,/metadata/idinfo/accconst,All data are open and non proprietary.
USGSC,4f4e4773e4b07f02db47e241.xml,/metadata/idinfo/useconst,The NFHP Data System has been established to house authoritative versions of the data generated under the auspices of the National Fish Habitat Action Plan. It is strongly recommended that these data are directly acquired from the NFHP Data System, and not indirectly through other sources, which may have changed the data in some way. Although the data disseminated via the NFHP Data System have undergone data formatting quality review prior to posting, errors or inaccuracies may still exist in the data. Neither the U.S. Government, the Department of the Interior, nor the USGS, nor any of their employees, contractors, or subcontractors, make any warranty, express or implied, nor assume any legal liability or responsibility for the accuracy, completeness, or usefulness of any information, apparatus, product, or process disclosed, nor represent that its use would not infringe on privately owned rights. No warranty, expressed or implied, is made regarding the accuracy or utility of the data on any other system or for general or scientific purposes, nor shall the act of distribution constitute any such warranty. This disclaimer applies both to individual and aggregate uses of the data. The USGS shall not be held liable for improper or incorrect use of the data retrieved from the National Fish Habitat Partnership Data System.
USGSC,4f4e4773e4b07f02db47e241.xml,/metadata/idinfo/ptcontac/cntinfo/cntperp/cntper,Andrea Ostroff
USGSC,4f4e4773e4b07f02db47e241.xml,/metadata/idinfo/ptcontac/cntinfo/cntaddr/addrtype,physical
USGSC,4f4e4773e4b07f02db47e241.xml,/metadata/idinfo/ptcontac/cntinfo/cntaddr/address,12201 Sunrise Valley Drive
USGSC,4f4e4773e4b07f02db47e241.xml,/metadata/idinfo/ptcontac/cntinfo/cntaddr/city,Reston
USGSC,4f4e4773e4b07f02db47e241.xml,/metadata/idinfo/ptcontac/cntinfo/cntaddr/state,VA
USGSC,4f4e4773e4b07f02db47e241.xml,/metadata/idinfo/ptcontac/cntinfo/cntaddr/postal,20192
USGSC,4f4e4773e4b07f02db47e241.xml,/metadata/idinfo/ptcontac/cntinfo/cntaddr/country,USA
USGSC,4f4e4773e4b07f02db47e241.xml,/metadata/idinfo/ptcontac/cntinfo/cntvoice,703.648.4070
USGSC,4f4e4773e4b07f02db47e241.xml,/metadata/idinfo/browse/browsen,http://fishhabitat.org/sites/default/files/www/FishHabitat-final-vertical-RGB.jpg
USGSC,4f4e4773e4b07f02db47e241.xml,/metadata/idinfo/browse/browsed,Vertical version of the NFHP logo; The RGB version may look the same as the 4-color or 2-color version, but is available only in JPEG and GIF format, and should be reserved for on-screen applications, such as websites or PowerPoint, or for low-grade/home printers. RGB stands for Red, Green and Blue. The RGB values for logo are: dark blue: 0, 39, 118; light blue: 0, 101, 189; blue used in reverse version: 114, 199, 231
USGSC,4f4e4773e4b07f02db47e241.xml,/metadata/idinfo/browse/browset,JPEG
USGSC,4f4e4773e4b07f02db47e241.xml,/metadata/idinfo/native,The NFHP Data System is a collection of multiple datasets in a variety of formats.
USGSC,4f4e4773e4b07f02db47e241.xml,/metadata/idinfo/crossref/citeinfo/origin,National Fish Habitat Board
USGSC,4f4e4773e4b07f02db47e241.xml,/metadata/idinfo/crossref/citeinfo/pubdate,2010
USGSC,4f4e4773e4b07f02db47e241.xml,/metadata/idinfo/crossref/citeinfo/title,Through a Fish?s Eye: The Status of Fish Habitats in the United States 2010
USGSC,4f4e4773e4b07f02db47e241.xml,/metadata/idinfo/crossref/citeinfo/geoform,Report
USGSC,4f4e4773e4b07f02db47e241.xml,/metadata/idinfo/crossref/citeinfo/pubinfo/pubplace,Washington D.C.
USGSC,4f4e4773e4b07f02db47e241.xml,/metadata/idinfo/crossref/citeinfo/pubinfo/publish,Association of Fish and Wildlife Agencies
USGSC,4f4e4773e4b07f02db47e241.xml,/metadata/idinfo/crossref/citeinfo/othercit,68 pp.
USGSC,4f4e4773e4b07f02db47e241.xml,/metadata/idinfo/crossref/citeinfo/onlink,http://www.fishhabitat.org/sites/default/files/www/fishhabitatreport_Status.pdf
USGSC,4f4e4773e4b07f02db47e241.xml,/metadata/idinfo/crossref/citeinfo/origin,National Fish Habitat Board
USGSC,4f4e4773e4b07f02db47e241.xml,/metadata/idinfo/crossref/citeinfo/pubdate,2012
USGSC,4f4e4773e4b07f02db47e241.xml,/metadata/idinfo/crossref/citeinfo/title,National Fish Habitat Action Plan
USGSC,4f4e4773e4b07f02db47e241.xml,/metadata/idinfo/crossref/citeinfo/edition,2nd
USGSC,4f4e4773e4b07f02db47e241.xml,/metadata/idinfo/crossref/citeinfo/geoform,Report
USGSC,4f4e4773e4b07f02db47e241.xml,/metadata/idinfo/crossref/citeinfo/pubinfo/pubplace,Washington, D.C.
USGSC,4f4e4773e4b07f02db47e241.xml,/metadata/idinfo/crossref/citeinfo/pubinfo/publish,Association of Fish and Wildlife Agencies
USGSC,4f4e4773e4b07f02db47e241.xml,/metadata/idinfo/crossref/citeinfo/othercit,40 pp.
USGSC,4f4e4773e4b07f02db47e241.xml,/metadata/idinfo/crossref/citeinfo/onlink,http://www.fishhabitat.org/sites/default/files/www/NFHP_AP_Final_0.pdf
USGSC,4f4e4773e4b07f02db47e241.xml,/metadata/distinfo/distrib/cntinfo/cntperp/cntper,Andrea Ostroff
USGSC,4f4e4773e4b07f02db47e241.xml,/metadata/distinfo/distrib/cntinfo/cntaddr/addrtype,physical
USGSC,4f4e4773e4b07f02db47e241.xml,/metadata/distinfo/distrib/cntinfo/cntaddr/address,12201 Sunrise Valley Drive
USGSC,4f4e4773e4b07f02db47e241.xml,/metadata/distinfo/distrib/cntinfo/cntaddr/city,Reston
USGSC,4f4e4773e4b07f02db47e241.xml,/metadata/distinfo/distrib/cntinfo/cntaddr/state,VA
USGSC,4f4e4773e4b07f02db47e241.xml,/metadata/distinfo/distrib/cntinfo/cntaddr/postal,20192
USGSC,4f4e4773e4b07f02db47e241.xml,/metadata/distinfo/distrib/cntinfo/cntaddr/country,USA
USGSC,4f4e4773e4b07f02db47e241.xml,/metadata/distinfo/distrib/cntinfo/cntvoice,703.648.4070
USGSC,4f4e4773e4b07f02db47e241.xml,/metadata/distinfo/resdesc,Data can be obtained via two URLs: NFHP Data System Home page(http://ecosystems.usgs.gov/fishhabitat/); NFHP Data System Data Download page(http://ecosystems.usgs.gov/fishhabitat/nfhap_download.jsp)
USGSC,4f4e4773e4b07f02db47e241.xml,/metadata/distinfo/distliab,None
USGSC,4f4e4773e4b07f02db47e241.xml,/metadata/distinfo/stdorder/digform/digtinfo/formname,nfhap_public_catchment
USGSC,4f4e4773e4b07f02db47e241.xml,/metadata/distinfo/stdorder/digform/digtinfo/formcont,Tiled map service of the National Fish Habitat Partnership Habitat Condition Index scores by National Hydrography Dataset Plus catchments
USGSC,4f4e4773e4b07f02db47e241.xml,/metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/networkr,http://gis1.usgs.gov/arcgis/rest/services/nfhap/nfhap_scores_tiled_catchments_PROD/MapServer
USGSC,4f4e4773e4b07f02db47e241.xml,/metadata/distinfo/stdorder/digform/digtinfo/formname,nfhap_public_huc12
USGSC,4f4e4773e4b07f02db47e241.xml,/metadata/distinfo/stdorder/digform/digtinfo/formcont,Tiled map service of the National Fish Habitat Partnership Habitat Condition Index scores by Hydrologic Unit Code (HUC)12
USGSC,4f4e4773e4b07f02db47e241.xml,/metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/networkr,http://gis1.usgs.gov/arcgis/rest/services/nfhap/nfhap_scores_tiled_huc12_PROD/MapServer
USGSC,4f4e4773e4b07f02db47e241.xml,/metadata/distinfo/stdorder/digform/digtinfo/formname,nfhap_public_huc8
USGSC,4f4e4773e4b07f02db47e241.xml,/metadata/distinfo/stdorder/digform/digtinfo/formcont,National Fish Habitat Partnership Habitat Condition Index scores by Hydrologic Unit Code (HUC)8
USGSC,4f4e4773e4b07f02db47e241.xml,/metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/networkr,http://gis1.usgs.gov/arcgis/rest/services/nfhap/nfhap_public_huc8/MapServer
USGSC,4f4e4773e4b07f02db47e241.xml,/metadata/distinfo/stdorder/digform/digtinfo/formname,nfhap_public_edu
USGSC,4f4e4773e4b07f02db47e241.xml,/metadata/distinfo/stdorder/digform/digtinfo/formcont,National Fish Habitat Partnership Habitat Condition Index scores by Ecological Drainage Units (EDU)
USGSC,4f4e4773e4b07f02db47e241.xml,/metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/networkr,http://gis1.usgs.gov/arcgis/rest/services/nfhap/nfhap_public_edu/MapServer
USGSC,4f4e4773e4b07f02db47e241.xml,/metadata/distinfo/stdorder/digform/digtinfo/formname,nfhap_public_coastal
USGSC,4f4e4773e4b07f02db47e241.xml,/metadata/distinfo/stdorder/digform/digtinfo/formcont,National Fish Habitat Partnership Coastal Assessment scores
USGSC,4f4e4773e4b07f02db47e241.xml,/metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/networkr,http://gis1.usgs.gov/arcgis/rest/services/nfhap/nfhap_public_coastal/MapServer
USGSC,4f4e4773e4b07f02db47e241.xml,/metadata/distinfo/stdorder/fees,None
USGSC,4f4e4773e4b07f02db47e241.xml,/metadata/metainfo/metd,20140204
USGSC,4f4e4773e4b07f02db47e241.xml,/metadata/metainfo/metc/cntinfo/cntperp/cntper,Metadata Coordinator
USGSC,4f4e4773e4b07f02db47e241.xml,/metadata/metainfo/metc/cntinfo/cntperp/cntorg,U.S. Geological Survey
USGSC,4f4e4773e4b07f02db47e241.xml,/metadata/metainfo/metc/cntinfo/cntaddr/addrtype,physical
USGSC,4f4e4773e4b07f02db47e241.xml,/metadata/metainfo/metc/cntinfo/cntaddr/city,Denver
USGSC,4f4e4773e4b07f02db47e241.xml,/metadata/metainfo/metc/cntinfo/cntaddr/state,CO
USGSC,4f4e4773e4b07f02db47e241.xml,/metadata/metainfo/metc/cntinfo/cntaddr/postal,80225
USGSC,4f4e4773e4b07f02db47e241.xml,/metadata/metainfo/metc/cntinfo/cntvoice,303-202-4333
USGSC,4f4e4773e4b07f02db47e241.xml,/metadata/metainfo/metstdn,FGDC Biological Data Profile of the Content Standard for Digital Geospatial Metadata
USGSC,4f4e4773e4b07f02db47e241.xml,/metadata/metainfo/metstdv,FGDC-STD-001.1-1999
USGSC,51360a27e4b03b8ec4025c07.xml,/metadata/idinfo/citation/citeinfo/origin,OBIS-USA
USGSC,51360a27e4b03b8ec4025c07.xml,/metadata/idinfo/citation/citeinfo/pubdate,2015
USGSC,51360a27e4b03b8ec4025c07.xml,/metadata/idinfo/citation/citeinfo/title,Ocean Biogeographic Information System (OBIS) - USA Dataset Collection
USGSC,51360a27e4b03b8ec4025c07.xml,/metadata/idinfo/citation/citeinfo/geoform,database
USGSC,51360a27e4b03b8ec4025c07.xml,/metadata/idinfo/citation/citeinfo/pubinfo/pubplace,Denver, CO 80225, U.S.A. Retrieve from http://www.usgs.gov/obis-usa.
USGSC,51360a27e4b03b8ec4025c07.xml,/metadata/idinfo/citation/citeinfo/pubinfo/publish,OBIS-USA, U.S. Geological Survey
USGSC,51360a27e4b03b8ec4025c07.xml,/metadata/idinfo/citation/citeinfo/onlink,http://www.usgs.gov/obis-usa
USGSC,51360a27e4b03b8ec4025c07.xml,/metadata/idinfo/descript/abstract,OBIS-USA provides aggregated, interoperable biogeographic data collected primarily from U.S. waters and oceanic regions--the Arctic, the Atlantic and Pacific oceans, the Caribbean Sea, Gulf of Mexico and the Great Lakes. It provides access to datasets from state and federal agencies as well as educational and research institutions. OBIS-USA handles both specimen-based data and survey results. Survey data come from recovered archives and current research activities. The datasets document where and when species were observed or collected, bringing together marine biogeographic data that are spatially, taxonomically, and temporally comprehensive. The public OBIS-USA site (http://www.usgs.gov/obis-usa) provides actual data contents as well as summary data about what is contained in each dataset to assist users in evaluating suitability for use. Current functionality allows the user to locate, view, and aggregate the datasets and FGDC compliant metadata as well as to view and search the taxonomic, geographic, and temporal extent. To promote data interoperability, the data are available in accordance with the marine-focused implementation of the Darwin Core data standard. In addition to basic download functions (tab-delimited), OBIS-USA offers web services for query flexibility and a wide range of output formats, such as kml, NetCDF, MATLAB, json, and graph or map output, to enable diverse types of scientific and geospatial data use and analysis platforms and products. OBIS-USA's two web services (ERDDAP and GeoServer) enable integration of OBIS-USA biogeographic data with other data types, such as seafloor geology, physical oceanography, water chemistry, and climate data. The NOAA Environmental Research Division Data Access Program(ERRDDAP) enables users to query scientific data by flexible parameters and obtain output in many formats. Access can be found at http://www1.usgs.gov/erddap/tabledap/AllMBG.html . OBIS-USA uses the tabledap component of ERDDAP to access Darwin-Core-type tabular spatial data; tabledap is a superset of the OPeNDAP DAP constraint protocol. OBIS-USA offers an ESRI REST Service with access to Darwin-Core-type point data at http://gis1.usgs.gov/arcgis/rest/services/OBISUSA/OBIS_USA_All_Marine_Biogeographic_Records/MapServer/ and an OGC compliant Web Mapping Service (wms) http://gis1.usgs.gov/arcgis/services/OBISUSA/OBIS_USA_All_Marine_Biogeographic_Records/MapServer/WMSServer?request=GetCapabilities&service=WMS. OBIS-USA and collaborators are further deploying the Darwin Core standard to capture richer information, such as absence and abundance, observations on effort, individual tracking, and more advanced biogeography capabilities. Data are accepted into OBIS-USA from the data originator or holder, minimizing the burden on the participant. OBIS-USA works with data providers to understand the best process to transfer the data, review the data prior to their release, gather comprehensive metadata, and then allow public access to this information. Becoming part of the OBIS-USA network is intended to have tangible benefits for participants, for example, freeing the participant from responding to requests for data and alleviating security concerns since users do not directly access the participant's computers.
USGSC,51360a27e4b03b8ec4025c07.xml,/metadata/idinfo/descript/purpose,OBIS-USA is national data asset the development of which is being lead by the U.S. Geological Survey (USGS) in cooperation with other Federal agencies including NOAA/IOOS, BOEM, NODC, and U.S. Navy. OBIS-USA is the U.S. regional node of the International Ocean Biogeographic Information System (iOBIS). International OBIS is a global system comprised of a series of regional and thematic nodes that collaborate to provide access to marine biogeographic data. They follow international data standards and operational protocols to facilitate access to and interoperability of data. Scientists, resource managers, and policy makers can use OBIS-USA data to understand species and ecosystems as well as to monitor, evaluate, and forecast change in our oceans.
USGSC,51360a27e4b03b8ec4025c07.xml,/metadata/idinfo/descript/supplinf,Data in OBIS-USA have been collected since 1611 with the majority of the data collected beginning in the 1970s. The Digital Object Identifier is: http://dx.doi.org/10.5066/F73F4MNH The ARK Identifier is: http://n2t.net/ark:/85066/f8wd3xh2
USGSC,51360a27e4b03b8ec4025c07.xml,/metadata/idinfo/timeperd/timeinfo/rngdates/begdate,16110101
USGSC,51360a27e4b03b8ec4025c07.xml,/metadata/idinfo/timeperd/timeinfo/rngdates/enddate,Present
USGSC,51360a27e4b03b8ec4025c07.xml,/metadata/idinfo/timeperd/current,Reference varies by dataset and within datasets
USGSC,51360a27e4b03b8ec4025c07.xml,/metadata/idinfo/status/progress,Complete
USGSC,51360a27e4b03b8ec4025c07.xml,/metadata/idinfo/status/update,As needed
USGSC,51360a27e4b03b8ec4025c07.xml,/metadata/idinfo/spdom/descgeog,Data were collected primarily from U.S. waters and oceanic regions--the Arctic, the Atlantic and Pacific oceans, the Caribbean Sea, and the Gulf of Mexico.
USGSC,51360a27e4b03b8ec4025c07.xml,/metadata/idinfo/spdom/bounding/westbc,-180
USGSC,51360a27e4b03b8ec4025c07.xml,/metadata/idinfo/spdom/bounding/eastbc,180
USGSC,51360a27e4b03b8ec4025c07.xml,/metadata/idinfo/spdom/bounding/northbc,90
USGSC,51360a27e4b03b8ec4025c07.xml,/metadata/idinfo/spdom/bounding/southbc,-90
USGSC,51360a27e4b03b8ec4025c07.xml,/metadata/idinfo/keywords/theme/themekt,USGS Thesaurus
USGSC,51360a27e4b03b8ec4025c07.xml,/metadata/idinfo/keywords/theme/themekey,benthic ecosystems
USGSC,51360a27e4b03b8ec4025c07.xml,/metadata/idinfo/keywords/theme/themekey,aquatic ecosystems
USGSC,51360a27e4b03b8ec4025c07.xml,/metadata/idinfo/keywords/theme/themekey,aquatic biology
USGSC,51360a27e4b03b8ec4025c07.xml,/metadata/idinfo/keywords/theme/themekey,fishery resources
USGSC,51360a27e4b03b8ec4025c07.xml,/metadata/idinfo/keywords/theme/themekey,marine ecosystems
USGSC,51360a27e4b03b8ec4025c07.xml,/metadata/idinfo/keywords/theme/themekey,reef ecosystems
USGSC,51360a27e4b03b8ec4025c07.xml,/metadata/idinfo/keywords/theme/themekey,marine biology
USGSC,51360a27e4b03b8ec4025c07.xml,/metadata/idinfo/keywords/theme/themekey,estuarine ecosystems
USGSC,51360a27e4b03b8ec4025c07.xml,/metadata/idinfo/keywords/theme/themekey,plankton
USGSC,51360a27e4b03b8ec4025c07.xml,/metadata/idinfo/keywords/theme/themekey,migratory species
USGSC,51360a27e4b03b8ec4025c07.xml,/metadata/idinfo/keywords/theme/themekey,biodiversity
USGSC,51360a27e4b03b8ec4025c07.xml,/metadata/idinfo/keywords/theme/themekey,ecosystem diversity
USGSC,51360a27e4b03b8ec4025c07.xml,/metadata/idinfo/keywords/theme/themekey,species diversity
USGSC,51360a27e4b03b8ec4025c07.xml,/metadata/idinfo/keywords/theme/themekey,biogeography
USGSC,51360a27e4b03b8ec4025c07.xml,/metadata/idinfo/keywords/theme/themekey,native species
USGSC,51360a27e4b03b8ec4025c07.xml,/metadata/idinfo/keywords/theme/themekey,nonindigenous species
USGSC,51360a27e4b03b8ec4025c07.xml,/metadata/idinfo/keywords/theme/themekey,invasive species
USGSC,51360a27e4b03b8ec4025c07.xml,/metadata/idinfo/keywords/theme/themekey,endemic species
USGSC,51360a27e4b03b8ec4025c07.xml,/metadata/idinfo/keywords/theme/themekey,biological productivity
USGSC,51360a27e4b03b8ec4025c07.xml,/metadata/idinfo/keywords/theme/themekey,ecosystem functions
USGSC,51360a27e4b03b8ec4025c07.xml,/metadata/idinfo/keywords/theme/themekey,plants (organisms)
USGSC,51360a27e4b03b8ec4025c07.xml,/metadata/idinfo/keywords/theme/themekey,zooplankton
USGSC,51360a27e4b03b8ec4025c07.xml,/metadata/idinfo/keywords/theme/themekey,vertebrates
USGSC,51360a27e4b03b8ec4025c07.xml,/metadata/idinfo/keywords/theme/themekey,algae
USGSC,51360a27e4b03b8ec4025c07.xml,/metadata/idinfo/keywords/theme/themekey,phytoplankton
USGSC,51360a27e4b03b8ec4025c07.xml,/metadata/idinfo/keywords/theme/themekey,biology
USGSC,51360a27e4b03b8ec4025c07.xml,/metadata/idinfo/keywords/theme/themekey,animal and plant census
USGSC,51360a27e4b03b8ec4025c07.xml,/metadata/idinfo/keywords/theme/themekey,benthos
USGSC,51360a27e4b03b8ec4025c07.xml,/metadata/idinfo/keywords/theme/themekey,biota
USGSC,51360a27e4b03b8ec4025c07.xml,/metadata/idinfo/keywords/theme/themekey,consumers (organisms)
USGSC,51360a27e4b03b8ec4025c07.xml,/metadata/idinfo/keywords/theme/themekey,decomposers
USGSC,51360a27e4b03b8ec4025c07.xml,/metadata/idinfo/keywords/theme/themekey,macroinvertebrates
USGSC,51360a27e4b03b8ec4025c07.xml,/metadata/idinfo/keywords/theme/themekey,microbes
USGSC,51360a27e4b03b8ec4025c07.xml,/metadata/idinfo/keywords/theme/themekey,nekton
USGSC,51360a27e4b03b8ec4025c07.xml,/metadata/idinfo/keywords/theme/themekey,producers (organisms)
USGSC,51360a27e4b03b8ec4025c07.xml,/metadata/idinfo/keywords/theme/themekey,shellfish
USGSC,51360a27e4b03b8ec4025c07.xml,/metadata/idinfo/keywords/theme/themekey,vegetation
USGSC,51360a27e4b03b8ec4025c07.xml,/metadata/idinfo/keywords/theme/themekey,wildlife
USGSC,51360a27e4b03b8ec4025c07.xml,/metadata/idinfo/keywords/theme/themekt,None
USGSC,51360a27e4b03b8ec4025c07.xml,/metadata/idinfo/keywords/theme/themekey,marine animals
USGSC,51360a27e4b03b8ec4025c07.xml,/metadata/idinfo/keywords/theme/themekey,marine mammals
USGSC,51360a27e4b03b8ec4025c07.xml,/metadata/idinfo/keywords/theme/themekey,plants
USGSC,51360a27e4b03b8ec4025c07.xml,/metadata/idinfo/keywords/theme/themekey,sea birds
USGSC,51360a27e4b03b8ec4025c07.xml,/metadata/idinfo/keywords/theme/themekey,sea turtles
USGSC,51360a27e4b03b8ec4025c07.xml,/metadata/idinfo/keywords/theme/themekey,benthic habitat
USGSC,51360a27e4b03b8ec4025c07.xml,/metadata/idinfo/keywords/theme/themekey,coastal habitat
USGSC,51360a27e4b03b8ec4025c07.xml,/metadata/idinfo/keywords/theme/themekey,reef habitat
USGSC,51360a27e4b03b8ec4025c07.xml,/metadata/idinfo/keywords/theme/themekey,coral reefs
USGSC,51360a27e4b03b8ec4025c07.xml,/metadata/idinfo/keywords/theme/themekey,pelagic habitat
USGSC,51360a27e4b03b8ec4025c07.xml,/metadata/idinfo/keywords/theme/themekey,fisheries management
USGSC,51360a27e4b03b8ec4025c07.xml,/metadata/idinfo/keywords/theme/themekey,protected species
USGSC,51360a27e4b03b8ec4025c07.xml,/metadata/idinfo/keywords/theme/themekey,abundance
USGSC,51360a27e4b03b8ec4025c07.xml,/metadata/idinfo/keywords/theme/themekey,Census of Marine Life
USGSC,51360a27e4b03b8ec4025c07.xml,/metadata/idinfo/keywords/theme/themekey,Ocean Biogeographic Information System
USGSC,51360a27e4b03b8ec4025c07.xml,/metadata/idinfo/keywords/theme/themekey,OBIS
USGSC,51360a27e4b03b8ec4025c07.xml,/metadata/idinfo/keywords/theme/themekt,Data Categories for Marine Planning
USGSC,51360a27e4b03b8ec4025c07.xml,/metadata/idinfo/keywords/theme/themekey,Biodiversity
USGSC,51360a27e4b03b8ec4025c07.xml,/metadata/idinfo/keywords/theme/themekey,Biological Production
USGSC,51360a27e4b03b8ec4025c07.xml,/metadata/idinfo/keywords/theme/themekey,Fishes
USGSC,51360a27e4b03b8ec4025c07.xml,/metadata/idinfo/keywords/theme/themekey,Invertebrates
USGSC,51360a27e4b03b8ec4025c07.xml,/metadata/idinfo/keywords/theme/themekey,Flora
USGSC,51360a27e4b03b8ec4025c07.xml,/metadata/idinfo/keywords/theme/themekey,Mammals
USGSC,51360a27e4b03b8ec4025c07.xml,/metadata/idinfo/keywords/theme/themekey,Birds
USGSC,51360a27e4b03b8ec4025c07.xml,/metadata/idinfo/keywords/theme/themekey,Reptiles
USGSC,51360a27e4b03b8ec4025c07.xml,/metadata/idinfo/keywords/theme/themekey,Invasive Species
USGSC,51360a27e4b03b8ec4025c07.xml,/metadata/idinfo/keywords/theme/themekey,Habitat
USGSC,51360a27e4b03b8ec4025c07.xml,/metadata/idinfo/keywords/theme/themekey,Harvesting Living Resources
USGSC,51360a27e4b03b8ec4025c07.xml,/metadata/idinfo/keywords/theme/themekey,Cruise Ships
